
City,Number of Tracts,Total polulation,Percent Black,Percent White,Edge,Edge rank,HEdge,HEdge rank,HEdgeInfinity (True),HEdgeInfinity (True) rank,Typo HEI,Typo HEI rank,Dissimilarity,Dissimilarity rank,Gini,Gini rank,Moran's I,Moran's I rank,Population standard deviation,Degree average,Degree standard deviation,Max degree,Min degree
Albany-Schenectady-Troy_NY,237,955015.0,4.063182253681879,93.12251640026597,0.48991461738426595,45,0.5562751892684884,74,0.5944126088694179,70,0.0020103399686136497,27,0.47541431890377933,60,0.62808128473133229,61,0.4594566097570481,55,1805.9325406653172,5.0042194092827001,2.1218133521181017,11.0,1.0
Ann-Arbor_MI,95,341798.0,9.818079684492009,84.40745703602713,0.44114692837987884,80,0.5393317030250079,84,0.5790316861279589,80,0.0010597603792838325,55,0.43457232186788836,75,0.58867741475005408,73,0.22206259436193876,93,1731.2917796112777,4.6315789473684212,2.1425642854886582,12.0,1.0
Athens-Clarke-County_GA,54,192110.0,21.156108479516945,76.27453021706314,0.39758450434073217,99,0.530130235473681,86,0.5747292985598141,84,0.0005944398695784529,79,0.38666697072418049,84,0.52236035163842409,86,0.35369490641494117,76,2122.727957644915,4.6296296296296298,2.1369439610002452,10.0,1.0
Atlanta-Sandy-Springs-Gainesville_GA-AL,534,3082308.0,25.126463675920775,71.07852297693806,0.5453800026075142,16,0.690033929092862,12,0.7151186805962318,16,0.0006971369567272545,71,0.59919547759642555,24,0.75820526471716287,23,0.6553249446973877,15,3168.8305370268786,5.464419475655431,1.5194272341643495,12.0,2.0
Austin-Round-Rock_TX,234,912707.0,8.719227528659253,68.39982601207178,0.42827627889907494,86,0.5796155229082076,59,0.6002398282279553,68,0.0006547188685082451,75,0.40834404019046383,81,0.55617214497670697,79,0.5356159702598386,31,1749.6897454802304,5.2136752136752138,1.9647711849077381,17.0,1.0
Baton-Rouge_LA,155,723793.0,32.91037630924864,64.70648375985952,0.4733870104362604,63,0.6278499201474756,28,0.678684666958396,23,0.0007711959878216761,68,0.54012070551872327,41,0.70207480330729366,38,0.35162839366201015,77,2144.5675765926144,5.032258064516129,2.0772790976495523,13.0,1.0
Birmingham-Hoover_AL,221,956844.0,26.386955449373144,72.58612689215796,0.5876301452270396,5,0.7280164076206831,5,0.7752870144233333,3,0.001618661615550312,38,0.67996846853787563,10,0.83166330106334085,6,0.6659710108946473,12,1628.386032330573,5.4389140271493215,1.5608695502154124,12.0,2.0
Bloomington_IN,40,196909.0,1.736335058326435,95.66804970824087,0.47818401749776357,57,0.5189020522998745,91,0.5340455775364704,91,0.001915053592321683,28,0.46292372214859784,66,0.58854994546021555,74,0.3585163264298829,75,1563.4488956710418,4.4500000000000002,2.376446927663229,13.0,1.0
"Boston-Cambridge-Newton,MA-NH",888,4138349.0,5.217008038713023,86.86812059591881,0.5171418358998033,30,0.6175489455715462,38,0.6490612707677291,39,0.0015038379035637202,41,0.55604826977310473,37,0.71234469147692037,35,0.6162896385805271,19,2008.5705568596088,5.3085585585585582,1.654047368433367,12.0,1.0
Boulder_CO,68,262419.0,0.7339407588627347,89.23020055712429,0.43672825733229576,82,0.5106234006881551,96,0.5212645616777453,95,0.0008318100465139432,64,0.27025545586688049,98,0.37205259150132752,98,0.2241561729876327,92,2166.040166781077,4.5882352941176467,2.1229508744257162,11.0,1.0
Bridgeport-Stamford-Norwalk_CT,244,968270.0,8.337137368709142,81.32359775682403,0.5055059590130064,38,0.6250698099343004,31,0.6783165208106152,25,0.0014049005842984344,44,0.59710031430050503,25,0.72930269426490135,29,0.4825179977252762,51,1518.5997312364334,4.9508196721311473,1.8123097255304765,11.0,0.0
Buffalo-Cheektowaga-Niagara-Falls_NY,307,1249722.0,9.670070623706712,86.74841284701718,0.5768896819332872,9,0.6890033174195112,13,0.7383554655816249,11,0.0021315946474561175,24,0.69495238742685028,6,0.83180606801331103,5,0.6717921037599528,11,2107.604607453688,5.0228013029315957,1.9310934193859439,11.0,1.0
Burlington-South-Burlington_VT,59,245432.0,0.4807849017243065,97.6307083020959,0.48358897455019795,51,0.5018341988334203,100,0.5035023739892568,100,0.0037640578224471468,3,0.24102182972410496,100,0.3199466821822074,100,0.33545712793568716,83,1888.4696383142668,4.3050847457627119,2.5594903974254466,12.0,1.0
Cedar-Rapids_IA,69,268174.0,1.3632939807736768,97.04594778017257,0.4841659383250249,50,0.5109757886527361,95,0.5193297419388746,97,0.002745354731229018,9,0.37431942965671128,88,0.52981153793482272,84,0.33776402031426045,82,1930.6154489597959,4.8695652173913047,2.0775755343233984,11.0,1.0
Charlotte-Concord-Gastonia_NC-SC,338,1564317.0,19.50295240670529,78.57179842704515,0.45594308791770405,70,0.5785107174854807,60,0.6259840576597172,54,0.0008241032121519306,65,0.47389384732371104,61,0.64198218519570904,58,0.38013327354466553,70,2182.9914540442037,5.2840236686390529,1.8419292431355507,11.0,1.0
Chattanooga_TN-GA,127,546462.0,11.112026087815805,87.41650837569675,0.5203826458534382,28,0.6185117951068901,37,0.6891097218158749,20,0.0018180016336974555,35,0.63765810886083563,18,0.78714988730495394,17,0.4553341644987746,57,2560.0830174738694,4.8976377952755907,2.299724891692299,12.0,1.0
Chicago-Naperville-Elgin_IL-IN-WI,1959,8326535.0,18.442221164025614,67.54238107448056,0.5729758625251609,11,0.7155310153329625,7,0.7528991522270847,7,0.0009770475089845958,62,0.66584313738652712,13,0.81665794529226332,11,0.50758262629841,43,2553.4165957805344,5.0433894844308318,1.4710602715468253,17.0,1.0
Cincinnati_OH-KY-IN,494,2004607.0,10.267848012104118,88.2903232404157,0.5393306850643306,18,0.6418862894768316,21,0.7168473887911699,14,0.0021506041173596246,23,0.68761535787948358,7,0.83083262343459008,8,0.48671085661787167,49,2041.0521255351214,5.4574898785425106,1.8078815792394773,13.0,1.0
Cleveland-Elyria_OH,715,2269786.0,16.635753326525055,79.93846115889339,0.6510280126764637,2,0.770790015416666,2,0.7942324612528675,2,0.0030260935993016358,8,0.73380874304901011,2,0.87027812831994678,2,0.7620201902799744,5,1653.1952187048905,5.2223776223776222,1.6057771392810722,12.0,1.0
Colorado-Springs_CO,101,445156.0,6.236690059215197,82.72021493588765,0.42545078367668854,90,0.5316753752438972,85,0.5471437928232783,86,0.0005821565809122146,81,0.33339263483830656,94,0.45089433443609461,95,0.4069565718720823,65,2604.1250392553088,5.0693069306930694,2.0931639121720242,12.0,1.0
Columbia_SC,162,693939.0,34.349993299122836,63.67303177945035,0.4328704901731628,84,0.590319418673473,56,0.6322666791942901,48,0.0005720038746817637,83,0.45463785956937885,72,0.6166476887967034,62,0.29981440627789935,86,2405.9052345425935,4.9012345679012341,1.9474892875763947,11.0,1.0
Columbus_OH,405,1626497.0,10.284002983098032,87.39622636869296,0.5237924051632643,25,0.6241124801146527,32,0.6598643512699303,32,0.001275346435946561,48,0.59465174959061107,26,0.76599536830092396,21,0.5275936157854232,33,2100.0047902863766,5.3234567901234566,1.8342604797007882,13.0,1.0
Dallas-Fort-Worth-Arlington_TX,901,4131589.0,13.431127829994708,70.8771128977253,0.47770481502234047,58,0.6239757902180442,33,0.6493855697494003,38,0.0006778348482231206,74,0.49570562809203927,53,0.65154343825556038,55,0.5162870617078807,37,2404.605324812539,5.3473917869034402,1.8027806770313173,20.0,1.0
Dayton_OH,228,922046.0,12.296566548740518,85.74203456226695,0.5795930637747324,8,0.6967445937993701,11,0.7350838619603013,12,0.0020260820067994198,26,0.6792835915119626,11,0.82038063142982132,10,0.7127934167393702,7,1762.0776701178229,5.1842105263157894,2.0436714016162023,14.0,1.0
Denver-Aurora-Lakewood_CO,476,1786543.0,5.218346269863082,79.44348386800654,0.46862790078147454,65,0.5937222949261235,50,0.6079752675704581,65,0.0008909917501997449,63,0.43029442381343186,78,0.5811833014678075,77,0.5751063698116977,25,2029.0994541895693,5.0546218487394956,1.8979089731720544,15.0,1.0
Des-Moines-West-Des-Moines_IA,125,478302.0,3.102851336603234,93.87667206074823,0.4926500664760941,43,0.5515416544572429,78,0.5796101462053214,79,0.0025625445304650104,12,0.49814322864245908,51,0.65719371932353232,52,0.5354873120505182,32,1611.8014874493695,4.8479999999999999,2.1243577853083031,11.0,1.0
Detroit-Warren-Dearborn_MI,1189,4424691.0,21.35353632603949,75.00871812291525,0.6718431543795048,1,0.7931015108872417,1,0.8203788758882113,1,0.0026030413959846413,11,0.77507120482422265,1,0.8807050321433324,1,0.7651798467114866,3,1593.6257479654375,4.9251471825063078,1.3945520875948632,14.0,0.0
"Duluth,MN-WI",91,265245.0,0.4814416859884258,96.3599690851854,0.47984602982503366,55,0.5075663893795431,97,0.5223719538331864,94,0.004409416191875839,1,0.36337584616772689,90,0.47659032748611069,92,0.2322361476260255,91,1431.9711213414869,4.8791208791208796,1.8506616864505325,10.0,0.0
El-Paso_TX,102,629158.0,3.3021911825010566,25.853601162188195,0.40969095738495653,98,0.554255535709125,76,0.5938711657401095,71,0.00041121660167256155,96,0.45695632266610064,71,0.58973646753573417,72,0.10425900133410958,99,3133.0138425792434,5.0196078431372548,2.3513883765115002,18.0,1.0
Flint_MI,116,505061.0,16.658977826440765,80.05765640189996,0.5796403612561837,7,0.7057763454026812,8,0.7720994246497797,4,0.0021859496279825765,19,0.71069125794543331,3,0.83097628371293397,7,0.5925466601068725,22,1652.1962575520754,4.8965517241379306,1.5277846839224634,9.0,1.0
Fort-Wayne_IN,121,440812.0,6.870275763817682,90.55379617614764,0.5377278705660734,19,0.6313171419199283,24,0.6580344161132006,33,0.002685460663120679,10,0.61592642110186335,20,0.76298216546964992,22,0.75155142029626,6,1418.5488054613613,4.9586776859504136,1.873683313843741,10.0,1.0
Fresno_CA,124,660877.0,4.737795384012456,51.072438592960566,0.4253979594565487,91,0.5967893773247793,48,0.6378938496358119,44,0.0004995835414599955,88,0.44180914377860731,73,0.58499200117965688,75,0.39805617316756586,67,2278.8949608639018,5.032258064516129,1.5909800381493797,10.0,2.0
Grand-Rapids-Wyoming_MI,201,935360.0,4.553861614779336,91.1766592541909,0.5098733872510185,33,0.5932090266075877,53,0.6221709080007887,57,0.001892509563684141,29,0.52223461167519269,44,0.66684032615742872,48,0.646872788213987,16,1585.2557149526554,4.766169154228856,1.6053547681387601,10.0,1.0
Greensboro-High-Point_NC,167,687816.0,19.26343673307978,78.89232003908022,0.47722052623317307,60,0.6037290005482207,43,0.6563068109369452,34,0.0011348442862810554,53,0.48802241136336472,54,0.66498171192672728,50,0.45721366041568035,56,1825.6613985580927,5.0419161676646711,1.8126412178334979,10.0,1.0
Greenville-Anderson-Mauldin_SC,187,771306.0,16.801373255232036,81.9070511573876,0.43469705743958376,83,0.543260862282124,83,0.5832913082569038,73,0.0008210155745023295,67,0.43124630644464879,77,0.58437798648629335,76,0.2839653791374014,88,1859.9595181899485,5.1978609625668453,1.8495253682013837,11.0,1.0
Harrisburg-Carlisle_PA,126,610598.0,6.329860235375811,91.11559487584303,0.5249198495585311,24,0.604927293589923,42,0.6526157642059855,36,0.0016875575810733896,37,0.63954264890956702,17,0.78209632710845078,18,0.4798670139862142,52,2834.0638889644274,4.9206349206349209,2.6803315792367122,16.0,1.0
