
City,Edge,HEdge,Dissimilarity,Assortativity,Moran's I
Albany-Schenectady-Troy,0.48390673995162253,0.5125840283326597,[ 0.42963362],0.4950831861131445
Ann Arbor MI,0.4729000502422415,0.5461031863519906,[ 0.50914154],0.5066775325599889
Athens-Clark County GA,0.48010424720000244,0.5120154764945778,[ 0.41498972],0.4675495237328355
Austin-Round Rock TX,0.46375636554158955,0.5259879960707636,[ 0.45833159],0.41442351273040967
Bloomington IN,0.4870862098474403,0.524590963067796,[ 0.56182768],0.5311357059843456
Boston-Cambridge-Newton MA,0.4793890402571037,0.5396394029254642,[ 0.43912031],0.4990356286418641
Boulder CO,0.4722196553733262,0.5063049964048106,[ 0.30830346],0.12063728628870911
Bridgeport-Stamford-Norwalk CT,0.47132440998460234,0.5140726464460825,[ 0.2608321],0.315177927679877
Burlington-South Burlington VT,0.48814850378903324,0.5058049124939893,[ 0.4227819],0.6154990483747353
Cedar Rapids IA,0.4903493238606259,0.5043671585009408,[ 0.399204],0.4739554831206366
Chicago-Naperville-Elgin IL-IN-WI,0.4759778226738376,0.547620782501985,[ 0.49940358],0.6018062625951471
Colorado Springs CO,0.47822345285782547,0.5034879552971147,[ 0.23981283],0.4534486823505664
Des Moines-West Des Moines IA,0.48416239652309934,0.5086683427898978,[ 0.35400626],0.32098902415514985
Duluth MN-WI,0.49561008216592123,0.5024890148123786,[ 0.36300321],0.4192379247607389
El Paso TX,0.4595074588448244,0.5069312352761685,[ 0.43838162],0.532079051619671
Flint MI,0.49404785913890226,0.5065657832168529,[ 0.42981719],0.5720729687831755
Grand Rapids-Wyoming MI,0.4915309251800631,0.5141965821383514,[ 0.42239552],0.5081251027919176
Harrisburg-Carlisle PA,0.48682816622083774,0.5100190445017425,[ 0.40408912],0.37364516889662996
Huntingdon PA,0.4990425704127852,0.5095274665058869,[ 0.62978659],0.053596578557315054
Iowa city IA,0.4763860772515478,0.5132774168468672,[ 0.45973986],0.25063983375702154
Ithaca NY,0.4844850852063472,0.5461654285391041,[ 0.60209652],0.42699765188494776
Jacksonville FL,0.4766809250665153,0.5182091013801345,[ 0.38027473],0.5305894293590339
Junction City KS,0.47697206717464735,0.5028529235378992,[ 0.29041485],0.031019994760289757
Kansas city MO-KS,0.48917464008622763,0.5121267198538859,[ 0.40287684],0.45897024822761007
Lafayette-West Lafayette IN,0.4878378158885372,0.538043147109161,[ 0.65001164],0.6051519117896197
Lancaster PA,0.49050629801114476,0.5057114655548715,[ 0.35471947],0.41696584643560475
Las Vegas-Henderson-Paradise NV,0.43276180818439197,0.5281200666801967,[ 0.31616714],0.5717110657853548
Lincoln NE,0.48309142057580196,0.5107561403671399,[ 0.37635],0.24562257851006086
Los Angeles-Long Beach-Anaheim CA,0.47626477284071145,0.628900873291254,[ 0.45529503],0.6650921624678688
Madison WI,0.4864211578366601,0.5197726484164739,[ 0.47907879],0.3281419677518852
McAllen-Edingburg-Mission TX,0.43743352543394604,0.5251900205068117,[ 0.60972756],0.43305473904090835
Miami-Fort Lauderdale-West Palm Beach FL,0.472373797249336,0.5152844505461045,[ 0.33146041],0.42307884109411487
New Haven-Milford CT,0.47562047086065806,0.508619541211671,[ 0.29955235],0.30447380611541547
New Orleans-Metairie LA,0.4976834631063813,0.5344230407120341,[ 0.47948103],0.2830530904060539
New York-Newark-Jersey City NY-NJ-PA,0.5020896793289641,0.6137815952358554,[ 0.50351076],0.6199724719187084
Oklahoma City-OK,0.48422524596881183,0.5141772239304571,[ 0.42554796],0.45013299192078443
Orlando-Kissimmee-Sanford FL,0.4662558153954095,0.5168893664594734,[ 0.30376531],0.4383923632704028
Philadelphia-Camden-Wilmington PA-NJ-DE-MD,0.4759928625571741,0.5301407886832855,[ 0.41680509],0.43546540593533434
Phoenix-Mesa-Scottsdale AZ,0.47363028834887266,0.5125311729697674,[ 0.34707425],0.4281500448851481
Pittsburgh PA,0.498614925405735,0.5217339821880488,[ 0.53319964],0.4732759160242246
Plattsburgh NY,0.49571398403019984,0.5038897455068376,[ 0.41882852],0.22113203430977224
Providence-Warwick RI-MA,0.48893981272651565,0.5142551080689941,[ 0.35762621],0.519040959005695
Reno NV,0.46400422203202757,0.508917170083338,[ 0.27458977],0.3224731179650263
Rio Grande City TX,0.475858723701504,0.5146469528094175,[ 0.60882763],0.40011462791231805
Riverside-San Bernadino-Ontario CA,0.4623716662848018,0.5685004479332697,[ 0.42084236],0.5350106669094064
Rochester NY,0.4928391915785273,0.5233977248089353,[ 0.44676789],0.6169541252928369
Salt Lake City UT,0.47911693499251756,0.5069534016583793,[ 0.2564678],0.1842559079110608
San Antonio-New Braunfels TX,0.48086511082351535,0.5217472330454724,[ 0.43627594],0.5795542686821329
San Diego-Carlsbad CA,0.4725729243428901,0.5900461269824887,[ 0.42789919],0.5105490362536316
Santa Cruz-Watsonville CA,0.46581309050907327,0.5091050101108521,[ 0.2575766],0.03624036485268388
Santa Fe NM,0.4875200111243907,0.5054257630524432,[ 0.36818437],-0.05497601172714924
Savannah GA,0.48099820256147213,0.5050629156500163,[ 0.31407343],0.2502115135195416
Syracuse NY,0.5001306207047772,0.5252267745037131,[ 0.51701178],0.4724846414039075
Tallahassee FL,0.4816668144043412,0.5090510491750203,[ 0.42404739],0.22742384696756524
Tampa-St Petersburg-Clearwater FL,0.479336331630319,0.5129173882550296,[ 0.33129053],0.4982292976945011
Toledo OH,0.4899574048690619,0.5053825691061489,[ 0.42998247],0.42230739078557056
Tucson AZ,0.47402348534806005,0.5054473082630884,[ 0.30900088],0.3252474855300823
