GEOid,GEOid2,GEOdisplay,TOTPOP,POP_HISP,POP_NOTHISP,POP_WHITE,POP_BLACK,POP_AMIN,POP_ASIAN,POP_NHPI,POP_OTHER,POP_2MORE
1400000US17031561000,17031561000,"Census Tract 5610, Cook County, Illinois",5161,1273,3888,3794,34,9,29,0,15,18
1400000US17031561100,17031561100,"Census Tract 5611, Cook County, Illinois",5407,1958,3449,3378,21,2,22,0,5,23
1400000US17031570100,17031570100,"Census Tract 5701, Cook County, Illinois",1257,916,341,294,22,0,23,0,1,8
1400000US17031570200,17031570200,"Census Tract 5702, Cook County, Illinois",1943,1459,484,421,16,0,49,0,0,6
1400000US17031570300,17031570300,"Census Tract 5703, Cook County, Illinois",6116,4835,1281,1182,55,6,27,0,8,22
1400000US17031570400,17031570400,"Census Tract 5704, Cook County, Illinois",1615,1225,390,318,39,5,26,0,1,4
1400000US17031570500,17031570500,"Census Tract 5705, Cook County, Illinois",2462,1747,715,659,43,4,13,0,1,3
1400000US17031580100,17031580100,"Census Tract 5801, Cook County, Illinois",2989,2229,760,286,66,0,409,0,4,8
1400000US17031580200,17031580200,"Census Tract 5802, Cook County, Illinois",3515,2900,615,271,64,2,274,0,1,19
1400000US17031580300,17031580300,"Census Tract 5803, Cook County, Illinois",2426,2095,331,91,27,5,204,0,0,8
1400000US17031580400,17031580400,"Census Tract 5804, Cook County, Illinois",4795,3926,869,473,70,2,335,0,4,14
1400000US17031580501,17031580501,"Census Tract 5805.01, Cook County, Illinois",5067,4360,707,519,89,3,125,0,4,6
1400000US17031580502,17031580502,"Census Tract 5805.02, Cook County, Illinois",5349,4566,783,452,132,5,208,0,7,7
1400000US17031580600,17031580600,"Census Tract 5806, Cook County, Illinois",5531,4778,753,452,81,6,228,0,3,15
1400000US17031580700,17031580700,"Census Tract 5807, Cook County, Illinois",6137,5217,920,438,177,4,335,0,19,14
1400000US17031580800,17031580800,"Census Tract 5808, Cook County, Illinois",2061,1923,138,119,13,2,9,0,0,0
1400000US17031590500,17031590500,"Census Tract 5905, Cook County, Illinois",1672,1001,671,395,37,4,238,0,0,10
1400000US17031590600,17031590600,"Census Tract 5906, Cook County, Illinois",3564,2667,897,617,60,3,203,2,4,33
1400000US17031590700,17031590700,"Census Tract 5907, Cook County, Illinois",3100,2333,767,439,46,1,276,0,0,18
1400000US17031600400,17031600400,"Census Tract 6004, Cook County, Illinois",3891,612,3279,1031,49,3,2174,0,2,24
1400000US17031600600,17031600600,"Census Tract 6006, Cook County, Illinois",2738,1051,1687,783,21,5,864,0,1,19
1400000US17031600700,17031600700,"Census Tract 6007, Cook County, Illinois",2545,719,1826,762,102,1,937,1,1,26
1400000US17031600900,17031600900,"Census Tract 6009, Cook County, Illinois",3699,1249,2450,1214,257,9,941,0,6,41
1400000US17031610300,17031610300,"Census Tract 6103, Cook County, Illinois",5658,4960,698,321,286,4,92,0,7,22
1400000US17031610400,17031610400,"Census Tract 6104, Cook County, Illinois",2213,2109,104,64,65,2,4,1,5,1
1400000US17031610800,17031610800,"Census Tract 6108, Cook County, Illinois",1393,227,1166,1069,25,2,57,0,0,13
1400000US17031611000,17031611000,"Census Tract 6110, Cook County, Illinois",1098,257,841,11,818,0,2,0,7,10
1400000US17031611100,17031611100,"Census Tract 6111, Cook County, Illinois",2922,2227,695,105,553,17,10,0,8,16
1400000US17031611200,17031611200,"Census Tract 6112, Cook County, Illinois",2824,1997,827,102,702,5,21,0,4,15
1400000US17031611300,17031611300,"Census Tract 6113, Cook County, Illinois",3556,2943,613,148,499,0,7,0,2,11
1400000US17031611400,17031611400,"Census Tract 6114, Cook County, Illinois",4105,3670,435,119,326,0,7,0,6,21
1400000US17031611500,17031611500,"Census Tract 6115, Cook County, Illinois",3567,3002,565,154,401,0,14,3,3,9
1400000US17031611600,17031611600,"Census Tract 6116, Cook County, Illinois",1609,516,1093,19,1063,1,1,2,0,13
1400000US17031611700,17031611700,"Census Tract 6117, Cook County, Illinois",1990,698,1292,9,1293,0,0,0,0,16
1400000US17031611800,17031611800,"Census Tract 6118, Cook County, Illinois",2139,497,1642,13,1630,6,0,0,0,6
1400000US17031611900,17031611900,"Census Tract 6119, Cook County, Illinois",2045,295,1750,29,1723,0,0,0,1,17
1400000US17031612000,17031612000,"Census Tract 6120, Cook County, Illinois",1545,78,1467,17,1438,5,0,0,4,14
1400000US17031612100,17031612100,"Census Tract 6121, Cook County, Illinois",1470,51,1419,17,1388,5,0,0,1,15
1400000US17031620100,17031620100,"Census Tract 6201, Cook County, Illinois",4289,3568,721,535,96,2,89,0,4,2
1400000US17031620200,17031620200,"Census Tract 6202, Cook County, Illinois",2223,1515,708,608,73,5,27,0,0,4
1400000US17031620300,17031620300,"Census Tract 6203, Cook County, Illinois",6399,4651,1748,1586,78,7,63,0,3,31
1400000US17031620400,17031620400,"Census Tract 6204, Cook County, Illinois",5198,4580,618,521,64,1,43,0,6,3
1400000US17031630100,17031630100,"Census Tract 6301, Cook County, Illinois",1156,852,304,48,266,1,2,0,5,1
1400000US17031630200,17031630200,"Census Tract 6302, Cook County, Illinois",1931,1715,216,152,37,0,28,0,1,7
1400000US17031630300,17031630300,"Census Tract 6303, Cook County, Illinois",5521,5182,339,230,85,0,22,5,4,3
1400000US17031630400,17031630400,"Census Tract 6304, Cook County, Illinois",7083,6635,448,389,54,2,7,0,6,4
1400000US17031630500,17031630500,"Census Tract 6305, Cook County, Illinois",6364,5896,468,296,168,6,12,0,4,6
1400000US17031630800,17031630800,"Census Tract 6308, Cook County, Illinois",7107,6337,770,298,488,3,15,0,3,29
1400000US17031630900,17031630900,"Census Tract 6309, Cook County, Illinois",5363,4875,488,342,150,5,23,0,1,8
1400000US17031640100,17031640100,"Census Tract 6401, Cook County, Illinois",1211,753,458,381,52,0,10,0,9,14
1400000US17031640300,17031640300,"Census Tract 6403, Cook County, Illinois",6463,2907,3556,3398,67,5,39,0,8,50
1400000US17031640400,17031640400,"Census Tract 6404, Cook County, Illinois",3190,1011,2179,2113,17,9,21,0,1,23
1400000US17031640500,17031640500,"Census Tract 6405, Cook County, Illinois",3491,1170,2321,2198,52,4,54,2,1,23
1400000US17031640600,17031640600,"Census Tract 6406, Cook County, Illinois",3912,1600,2312,2177,58,5,44,1,3,35
1400000US17031640700,17031640700,"Census Tract 6407, Cook County, Illinois",3156,1760,1396,1315,43,4,22,0,0,24
1400000US17031640800,17031640800,"Census Tract 6408, Cook County, Illinois",1716,1283,433,339,53,0,22,1,12,6
1400000US17031650100,17031650100,"Census Tract 6501, Cook County, Illinois",4816,4075,741,529,171,6,32,0,4,17
1400000US17031650200,17031650200,"Census Tract 6502, Cook County, Illinois",7320,5641,1679,1495,138,7,38,0,1,24
1400000US17031650301,17031650301,"Census Tract 6503.01, Cook County, Illinois",5711,4504,1207,1101,79,3,26,1,6,16
1400000US17031650302,17031650302,"Census Tract 6503.02, Cook County, Illinois",4344,3708,636,482,137,4,13,1,0,9
1400000US17031650400,17031650400,"Census Tract 6504, Cook County, Illinois",6743,5692,1051,614,371,1,63,0,4,14
1400000US17031650500,17031650500,"Census Tract 6505, Cook County, Illinois",4421,3049,1372,703,616,7,38,1,3,33
1400000US17031660301,17031660301,"Census Tract 6603.01, Cook County, Illinois",1785,1149,636,38,608,0,0,0,0,12
1400000US17031660302,17031660302,"Census Tract 6603.02, Cook County, Illinois",5527,4056,1471,167,1284,4,20,0,16,16
1400000US17031660400,17031660400,"Census Tract 6604, Cook County, Illinois",5960,5239,721,386,332,4,9,1,5,16
1400000US17031660500,17031660500,"Census Tract 6605, Cook County, Illinois",5534,4397,1137,462,667,4,22,0,1,18
1400000US17031660600,17031660600,"Census Tract 6606, Cook County, Illinois",6333,2375,3958,171,3748,22,11,0,4,38
1400000US17031660700,17031660700,"Census Tract 6607, Cook County, Illinois",2366,77,2289,18,2250,4,13,0,0,20
1400000US17031660800,17031660800,"Census Tract 6608, Cook County, Illinois",5865,1915,3950,268,3617,11,14,1,30,47
1400000US17031660900,17031660900,"Census Tract 6609, Cook County, Illinois",4232,430,3802,200,3568,1,24,0,3,47
1400000US17031661000,17031661000,"Census Tract 6610, Cook County, Illinois",5706,424,5282,117,5106,13,24,0,4,44
1400000US17031661100,17031661100,"Census Tract 6611, Cook County, Illinois",6542,3081,3461,471,2970,6,35,0,8,31
1400000US17031670100,17031670100,"Census Tract 6701, Cook County, Illinois",1516,32,1484,9,1465,5,3,0,0,14
1400000US17031670200,17031670200,"Census Tract 6702, Cook County, Illinois",1380,34,1346,0,1333,0,2,0,1,16
1400000US17031670300,17031670300,"Census Tract 6703, Cook County, Illinois",1411,51,1360,14,1322,1,5,0,6,17
1400000US17031670400,17031670400,"Census Tract 6704, Cook County, Illinois",1956,130,1826,6,1823,0,2,0,0,9
1400000US17031670500,17031670500,"Census Tract 6705, Cook County, Illinois",1321,55,1266,5,1256,2,0,0,0,23
1400000US17031670600,17031670600,"Census Tract 6706, Cook County, Illinois",1650,35,1615,0,1624,1,1,0,0,10
1400000US17031670700,17031670700,"Census Tract 6707, Cook County, Illinois",1491,42,1449,7,1440,6,0,0,0,14
1400000US17031670800,17031670800,"Census Tract 6708, Cook County, Illinois",1635,21,1614,2,1602,6,0,0,1,13
1400000US17031670900,17031670900,"Census Tract 6709, Cook County, Illinois",1351,19,1332,3,1327,0,3,0,1,9
1400000US17031671100,17031671100,"Census Tract 6711, Cook County, Illinois",1259,22,1237,6,1227,0,0,0,2,8
1400000US17031671200,17031671200,"Census Tract 6712, Cook County, Illinois",1252,10,1242,6,1228,1,0,0,0,10
1400000US17031671300,17031671300,"Census Tract 6713, Cook County, Illinois",2688,39,2649,10,2615,3,0,0,3,26
1400000US17031671400,17031671400,"Census Tract 6714, Cook County, Illinois",2072,67,2005,4,1993,1,0,0,1,14
1400000US17031671500,17031671500,"Census Tract 6715, Cook County, Illinois",3221,42,3179,16,3126,1,1,0,8,37
1400000US17031671600,17031671600,"Census Tract 6716, Cook County, Illinois",2495,22,2473,11,2442,12,0,0,1,19
1400000US17031671800,17031671800,"Census Tract 6718, Cook County, Illinois",1422,31,1391,5,1378,1,1,0,1,15
1400000US17031671900,17031671900,"Census Tract 6719, Cook County, Illinois",1378,18,1360,3,1349,0,0,0,0,14
1400000US17031672000,17031672000,"Census Tract 6720, Cook County, Illinois",3735,85,3650,5,3639,11,0,0,3,24
1400000US17031680500,17031680500,"Census Tract 6805, Cook County, Illinois",1481,18,1463,9,1449,0,0,1,1,8
1400000US17031680600,17031680600,"Census Tract 6806, Cook County, Illinois",1431,17,1414,1,1414,0,0,1,1,3
1400000US17031680900,17031680900,"Census Tract 6809, Cook County, Illinois",4019,46,3973,23,3907,12,29,0,3,35
1400000US17031681000,17031681000,"Census Tract 6810, Cook County, Illinois",3498,39,3459,7,3418,1,3,0,0,39
1400000US17031681100,17031681100,"Census Tract 6811, Cook County, Illinois",3517,32,3485,10,3444,9,0,0,3,44
1400000US17031681200,17031681200,"Census Tract 6812, Cook County, Illinois",2716,26,2690,10,2673,3,0,0,0,20
1400000US17031681300,17031681300,"Census Tract 6813, Cook County, Illinois",2936,15,2921,3,2895,4,1,6,1,19
1400000US17031681400,17031681400,"Census Tract 6814, Cook County, Illinois",3247,23,3224,8,3198,8,0,0,1,18
1400000US17031690300,17031690300,"Census Tract 6903, Cook County, Illinois",2191,26,2165,17,2144,6,0,0,3,16
1400000US17031690400,17031690400,"Census Tract 6904, Cook County, Illinois",3464,46,3418,11,3380,6,4,0,7,25
1400000US17031690500,17031690500,"Census Tract 6905, Cook County, Illinois",877,6,871,6,862,0,0,0,2,5
1400000US17031690900,17031690900,"Census Tract 6909, Cook County, Illinois",4520,36,4484,11,4409,24,4,0,1,60
1400000US17031691000,17031691000,"Census Tract 6910, Cook County, Illinois",2492,26,2466,13,2441,3,2,0,1,23
1400000US17031691100,17031691100,"Census Tract 6911, Cook County, Illinois",3266,47,3219,13,3194,10,3,0,1,19
1400000US17031691200,17031691200,"Census Tract 6912, Cook County, Illinois",2847,12,2835,13,2794,2,0,1,2,26
1400000US17031691300,17031691300,"Census Tract 6913, Cook County, Illinois",2448,43,2405,8,2382,5,1,0,0,23
1400000US17031691400,17031691400,"Census Tract 6914, Cook County, Illinois",3611,35,3576,44,3482,3,0,0,7,58
1400000US17031691500,17031691500,"Census Tract 6915, Cook County, Illinois",1930,51,1879,5,1851,6,0,1,3,21
1400000US17031700100,17031700100,"Census Tract 7001, Cook County, Illinois",3427,1129,2298,198,2090,6,9,0,2,31
1400000US17031700200,17031700200,"Census Tract 7002, Cook County, Illinois",6609,4599,2010,983,934,1,64,0,3,50
1400000US17031700301,17031700301,"Census Tract 7003.01, Cook County, Illinois",5728,3623,2105,1523,462,8,87,0,0,40
1400000US17031700302,17031700302,"Census Tract 7003.02, Cook County, Illinois",5319,2481,2838,1951,789,12,39,0,11,60
1400000US17031700401,17031700401,"Census Tract 7004.01, Cook County, Illinois",5923,1973,3950,608,3306,9,24,0,3,42
1400000US17031700402,17031700402,"Census Tract 7004.02, Cook County, Illinois",3914,905,3009,460,2528,3,28,0,2,33
1400000US17031700501,17031700501,"Census Tract 7005.01, Cook County, Illinois",7125,300,6825,315,6453,6,18,1,4,77
1400000US17031700502,17031700502,"Census Tract 7005.02, Cook County, Illinois",3036,122,2914,213,2664,0,7,0,1,41
1400000US17031710100,17031710100,"Census Tract 7101, Cook County, Illinois",1275,22,1253,11,1225,8,0,0,2,9
1400000US17031710200,17031710200,"Census Tract 7102, Cook County, Illinois",5049,54,4995,18,4945,7,12,0,3,36
1400000US17031710300,17031710300,"Census Tract 7103, Cook County, Illinois",1414,25,1389,2,1384,0,1,0,2,6
1400000US17031710400,17031710400,"Census Tract 7104, Cook County, Illinois",5651,51,5600,20,5553,8,5,0,7,37
1400000US17031710500,17031710500,"Census Tract 7105, Cook County, Illinois",4123,30,4093,7,4047,10,4,0,0,43
1400000US17031710600,17031710600,"Census Tract 7106, Cook County, Illinois",1838,4,1834,1,1819,0,0,0,0,15
1400000US17031710700,17031710700,"Census Tract 7107, Cook County, Illinois",3583,24,3559,6,3542,13,1,0,0,9
1400000US17031710800,17031710800,"Census Tract 7108, Cook County, Illinois",5338,55,5283,11,5256,9,0,0,2,29
1400000US17031710900,17031710900,"Census Tract 7109, Cook County, Illinois",2198,40,2158,6,2151,1,0,0,0,15
1400000US17031711000,17031711000,"Census Tract 7110, Cook County, Illinois",3475,26,3449,15,3401,3,1,0,4,31
1400000US17031711100,17031711100,"Census Tract 7111, Cook County, Illinois",2835,34,2801,5,2774,5,0,2,2,30
1400000US17031711200,17031711200,"Census Tract 7112, Cook County, Illinois",5145,29,5116,9,5071,12,7,0,1,39
1400000US17031711300,17031711300,"Census Tract 7113, Cook County, Illinois",1626,19,1607,4,1576,1,2,0,1,26
1400000US17031711400,17031711400,"Census Tract 7114, Cook County, Illinois",2654,31,2623,7,2619,2,0,0,0,8
1400000US17031711500,17031711500,"Census Tract 7115, Cook County, Illinois",2539,15,2524,12,2506,2,0,0,0,16
1400000US17031720100,17031720100,"Census Tract 7201, Cook County, Illinois",3300,148,3152,1979,1107,0,13,0,5,56
1400000US17031720200,17031720200,"Census Tract 7202, Cook County, Illinois",4016,166,3850,1496,2243,10,18,1,13,85
1400000US17031720300,17031720300,"Census Tract 7203, Cook County, Illinois",3723,197,3526,2340,1103,2,35,5,9,51
1400000US17031720400,17031720400,"Census Tract 7204, Cook County, Illinois",1924,131,1793,1631,131,7,9,0,0,17
1400000US17031720500,17031720500,"Census Tract 7205, Cook County, Illinois",2166,101,2065,1978,63,2,7,0,1,14
1400000US17031720600,17031720600,"Census Tract 7206, Cook County, Illinois",1756,60,1696,1352,303,0,12,0,1,28
1400000US17031720700,17031720700,"Census Tract 7207, Cook County, Illinois",3149,112,3037,1009,1958,2,18,3,2,70
1400000US17031730100,17031730100,"Census Tract 7301, Cook County, Illinois",2424,21,2403,7,2370,4,0,0,0,35
1400000US17031730201,17031730201,"Census Tract 7302.01, Cook County, Illinois",5941,39,5902,11,5845,4,2,0,3,61
1400000US17031730202,17031730202,"Census Tract 7302.02, Cook County, Illinois",3115,21,3094,12,3058,1,3,0,2,29
1400000US17031730300,17031730300,"Census Tract 7303, Cook County, Illinois",1166,3,1163,4,1153,0,1,0,0,6
1400000US17031730400,17031730400,"Census Tract 7304, Cook County, Illinois",3514,44,3470,26,3409,1,0,0,10,41
1400000US17031730500,17031730500,"Census Tract 7305, Cook County, Illinois",4388,57,4331,15,4302,17,4,0,2,27
1400000US17031730600,17031730600,"Census Tract 7306, Cook County, Illinois",3614,53,3561,35,3515,9,1,4,1,24
1400000US17031730700,17031730700,"Census Tract 7307, Cook County, Illinois",2331,20,2311,11,2284,0,1,0,0,28
1400000US17031740100,17031740100,"Census Tract 7401, Cook County, Illinois",3048,275,2773,2692,46,3,14,0,0,22
1400000US17031740200,17031740200,"Census Tract 7402, Cook County, Illinois",6547,513,6034,5596,337,9,50,3,2,51
1400000US17031740300,17031740300,"Census Tract 7403, Cook County, Illinois",4713,306,4407,4301,55,13,22,0,1,17
1400000US17031740400,17031740400,"Census Tract 7404, Cook County, Illinois",4785,288,4497,3824,574,9,40,0,3,52
1400000US17031750100,17031750100,"Census Tract 7501, Cook County, Illinois",4147,39,4108,30,4046,1,10,0,2,44
1400000US17031750200,17031750200,"Census Tract 7502, Cook County, Illinois",3227,117,3110,1206,1825,1,34,0,8,52
1400000US17031750300,17031750300,"Census Tract 7503, Cook County, Illinois",2530,100,2430,2192,211,2,12,0,0,17
1400000US17031750400,17031750400,"Census Tract 7504, Cook County, Illinois",3009,152,2857,1922,875,1,15,0,5,46
1400000US17031750500,17031750500,"Census Tract 7505, Cook County, Illinois",5936,157,5779,1096,4609,4,18,0,5,87
1400000US17031750600,17031750600,"Census Tract 7506, Cook County, Illinois",3681,54,3627,13,3585,2,3,8,4,32
1400000US17031760801,17031760801,"Census Tract 7608.01, Cook County, Illinois",4047,380,3667,2731,231,2,608,2,19,80
1400000US17031760802,17031760802,"Census Tract 7608.02, Cook County, Illinois",2276,133,2143,2072,6,0,53,0,0,13
1400000US17031760803,17031760803,"Census Tract 7608.03, Cook County, Illinois",6236,680,5556,4900,169,13,382,0,5,97
1400000US17031770201,17031770201,"Census Tract 7702.01, Cook County, Illinois",5894,683,5211,4258,150,3,720,0,2,81
1400000US17031770202,17031770202,"Census Tract 7702.02, Cook County, Illinois",4912,380,4532,4186,52,6,225,2,0,63
1400000US17031770300,17031770300,"Census Tract 7703, Cook County, Illinois",7313,789,6524,5914,91,16,404,0,15,97
1400000US17031770400,17031770400,"Census Tract 7704, Cook County, Illinois",4505,840,3665,3006,96,7,458,1,6,93
1400000US17031770500,17031770500,"Census Tract 7705, Cook County, Illinois",4078,2920,1158,1032,70,8,16,1,4,47
1400000US17031770601,17031770601,"Census Tract 7706.01, Cook County, Illinois",3232,412,2820,2475,36,7,264,0,3,43
1400000US17031770602,17031770602,"Census Tract 7706.02, Cook County, Illinois",4956,2301,2655,2121,62,9,431,0,2,38
1400000US17031770700,17031770700,"Census Tract 7707, Cook County, Illinois",2681,513,2168,2021,27,6,66,0,2,49
1400000US17031770800,17031770800,"Census Tract 7708, Cook County, Illinois",5582,1281,4301,3774,112,13,361,0,14,45
1400000US17031770901,17031770901,"Census Tract 7709.01, Cook County, Illinois",4934,387,4547,4158,15,2,321,0,2,49
1400000US17031770902,17031770902,"Census Tract 7709.02, Cook County, Illinois",3521,203,3318,3109,37,1,148,0,2,23
1400000US17031800100,17031800100,"Census Tract 8001, Cook County, Illinois",2419,62,2357,2285,12,1,50,0,2,9
1400000US17031800200,17031800200,"Census Tract 8002, Cook County, Illinois",6312,170,6142,5739,97,4,190,1,11,100
1400000US17031800300,17031800300,"Census Tract 8003, Cook County, Illinois",3501,75,3426,3262,14,6,116,0,6,23
1400000US17031800400,17031800400,"Census Tract 8004, Cook County, Illinois",3762,76,3686,3505,12,3,111,3,1,52
1400000US17031800500,17031800500,"Census Tract 8005, Cook County, Illinois",4901,125,4776,4542,6,0,166,0,7,55
1400000US17031800600,17031800600,"Census Tract 8006, Cook County, Illinois",2400,36,2364,2310,6,0,33,0,0,15
1400000US17031800700,17031800700,"Census Tract 8007, Cook County, Illinois",5135,157,4978,4490,17,0,369,4,6,92
1400000US17031800800,17031800800,"Census Tract 8008, Cook County, Illinois",2206,72,2134,1863,17,1,234,1,4,14
1400000US17031800900,17031800900,"Census Tract 8009, Cook County, Illinois",4416,266,4150,2763,62,1,1198,0,6,122
1400000US17031801000,17031801000,"Census Tract 8010, Cook County, Illinois",4908,162,4746,3796,39,0,811,0,18,84
1400000US17031801100,17031801100,"Census Tract 8011, Cook County, Illinois",4715,117,4598,4215,29,7,212,1,20,114
1400000US17031801200,17031801200,"Census Tract 8012, Cook County, Illinois",3547,47,3500,3352,16,0,98,0,5,31
1400000US17031801300,17031801300,"Census Tract 8013, Cook County, Illinois",4283,152,4131,3789,53,2,206,2,7,73
1400000US17031801400,17031801400,"Census Tract 8014, Cook County, Illinois",2919,103,2816,2291,45,2,422,0,11,45
1400000US17031801500,17031801500,"Census Tract 8015, Cook County, Illinois",5928,185,5743,5112,92,1,463,3,10,62
1400000US17031801601,17031801601,"Census Tract 8016.01, Cook County, Illinois",4234,123,4111,3561,13,0,496,1,2,39
1400000US17031801603,17031801603,"Census Tract 8016.03, Cook County, Illinois",3855,330,3525,2165,132,0,1139,5,6,79
1400000US17031801605,17031801605,"Census Tract 8016.05, Cook County, Illinois",5599,112,5487,4737,21,2,674,0,5,48
1400000US17031801606,17031801606,"Census Tract 8016.06, Cook County, Illinois",6066,130,5936,5038,43,5,795,0,1,58
1400000US17031801607,17031801607,"Census Tract 8016.07, Cook County, Illinois",5287,201,5086,3645,67,2,1297,0,10,72
1400000US17031801608,17031801608,"Census Tract 8016.08, Cook County, Illinois",6564,150,6414,5091,36,1,1234,0,7,48
1400000US17031801701,17031801701,"Census Tract 8017.01, Cook County, Illinois",3728,104,3624,3257,1,2,313,0,3,48
1400000US17031801702,17031801702,"Census Tract 8017.02, Cook County, Illinois",4671,113,4558,4064,16,0,417,0,0,62
1400000US17031801800,17031801800,"Census Tract 8018, Cook County, Illinois",5619,163,5456,4921,46,1,429,1,5,55
1400000US17031801901,17031801901,"Census Tract 8019.01, Cook County, Illinois",4369,649,3720,3252,72,4,338,2,8,46
1400000US17031801902,17031801902,"Census Tract 8019.02, Cook County, Illinois",3223,116,3107,2895,4,0,172,1,0,35
1400000US17031802002,17031802002,"Census Tract 8020.02, Cook County, Illinois",5071,260,4811,4132,48,4,575,2,2,52
1400000US17031802003,17031802003,"Census Tract 8020.03, Cook County, Illinois",2684,455,2229,1727,37,0,438,0,0,27
1400000US17031802004,17031802004,"Census Tract 8020.04, Cook County, Illinois",5381,1002,4379,2759,200,3,1368,0,1,67
1400000US17031802100,17031802100,"Census Tract 8021, Cook County, Illinois",3573,107,3466,3240,20,3,140,6,5,52
1400000US17031802200,17031802200,"Census Tract 8022, Cook County, Illinois",4410,149,4261,3998,20,8,181,0,2,55
1400000US17031802300,17031802300,"Census Tract 8023, Cook County, Illinois",4840,238,4602,3683,109,2,702,1,8,102
1400000US17031802402,17031802402,"Census Tract 8024.02, Cook County, Illinois",4821,1527,3294,2687,82,1,485,0,3,42
1400000US17031802403,17031802403,"Census Tract 8024.03, Cook County, Illinois",1399,55,1344,1162,16,3,142,0,1,20
1400000US17031802404,17031802404,"Census Tract 8024.04, Cook County, Illinois",7226,2578,4648,3651,171,10,704,1,21,99
1400000US17031802503,17031802503,"Census Tract 8025.03, Cook County, Illinois",6200,824,5376,3853,113,7,1324,0,1,91
1400000US17031802504,17031802504,"Census Tract 8025.04, Cook County, Illinois",6601,2702,3899,3222,103,9,509,0,12,59
1400000US17031802505,17031802505,"Census Tract 8025.05, Cook County, Illinois",6844,3468,3376,2315,262,5,759,0,5,70
1400000US17031802506,17031802506,"Census Tract 8025.06, Cook County, Illinois",2508,1284,1224,985,62,2,163,1,0,30
1400000US17031802605,17031802605,"Census Tract 8026.05, Cook County, Illinois",6799,368,6431,5409,77,3,878,2,0,62
1400000US17031802607,17031802607,"Census Tract 8026.07, Cook County, Illinois",1444,74,1370,1296,5,0,59,0,0,12
1400000US17031802608,17031802608,"Census Tract 8026.08, Cook County, Illinois",6256,250,6006,5511,60,5,376,1,0,58
1400000US17031802609,17031802609,"Census Tract 8026.09, Cook County, Illinois",6699,2913,3786,2674,154,4,929,0,2,68
1400000US17031802610,17031802610,"Census Tract 8026.10, Cook County, Illinois",1729,101,1628,1365,15,0,223,2,3,20
1400000US17031802701,17031802701,"Census Tract 8027.01, Cook County, Illinois",6952,1637,5315,4271,106,15,822,2,6,98
1400000US17031802702,17031802702,"Census Tract 8027.02, Cook County, Illinois",4498,196,4302,3426,89,1,734,0,7,48
1400000US17031802801,17031802801,"Census Tract 8028.01, Cook County, Illinois",4793,421,4372,4111,49,1,166,1,2,52
1400000US17031802802,17031802802,"Census Tract 8028.02, Cook County, Illinois",6594,447,6147,5371,105,0,553,0,8,120
1400000US17031802900,17031802900,"Census Tract 8029, Cook County, Illinois",6080,218,5862,5589,19,1,188,0,3,62
1400000US17031803005,17031803005,"Census Tract 8030.05, Cook County, Illinois",2655,106,2549,2281,27,1,221,0,0,23
1400000US17031803007,17031803007,"Census Tract 8030.07, Cook County, Illinois",5247,225,5022,4521,36,2,400,3,1,60
1400000US17031803008,17031803008,"Census Tract 8030.08, Cook County, Illinois",4712,300,4412,4005,60,3,293,0,4,47
1400000US17031803010,17031803010,"Census Tract 8030.10, Cook County, Illinois",5196,438,4758,4266,51,1,353,0,14,75
1400000US17031803012,17031803012,"Census Tract 8030.12, Cook County, Illinois",2221,235,1986,1563,59,1,329,0,3,31
1400000US17031803013,17031803013,"Census Tract 8030.13, Cook County, Illinois",5449,427,5022,4500,36,6,363,14,10,95
1400000US17031803014,17031803014,"Census Tract 8030.14, Cook County, Illinois",3430,658,2772,2378,39,2,308,0,15,33
1400000US17031803015,17031803015,"Census Tract 8030.15, Cook County, Illinois",4459,357,4102,3708,82,2,280,0,1,37
1400000US17031803016,17031803016,"Census Tract 8030.16, Cook County, Illinois",1979,123,1856,1428,50,0,350,0,2,27
1400000US17031803017,17031803017,"Census Tract 8030.17, Cook County, Illinois",6058,686,5372,4527,129,3,640,3,2,81
1400000US17031803100,17031803100,"Census Tract 8031, Cook County, Illinois",3440,125,3315,3144,26,1,91,0,9,44
1400000US17031803200,17031803200,"Census Tract 8032, Cook County, Illinois",5586,235,5351,5075,48,3,172,0,0,54
1400000US17031803300,17031803300,"Census Tract 8033, Cook County, Illinois",5543,319,5224,4588,60,13,474,1,11,78
1400000US17031803400,17031803400,"Census Tract 8034, Cook County, Illinois",6384,210,6174,5749,66,2,278,0,8,73
1400000US17031803500,17031803500,"Census Tract 8035, Cook County, Illinois",5813,221,5592,5299,25,2,201,0,1,68
1400000US17031803603,17031803603,"Census Tract 8036.03, Cook County, Illinois",6751,179,6572,5312,75,2,1086,2,2,95
1400000US17031803604,17031803604,"Census Tract 8036.04, Cook County, Illinois",4314,395,3919,3474,87,0,289,1,6,63
1400000US17031803605,17031803605,"Census Tract 8036.05, Cook County, Illinois",7253,1172,6081,4853,198,6,923,2,7,107
1400000US17031803606,17031803606,"Census Tract 8036.06, Cook County, Illinois",8287,5078,3209,2140,383,4,582,4,23,95
1400000US17031803607,17031803607,"Census Tract 8036.07, Cook County, Illinois",5164,315,4849,4433,47,3,319,0,9,38
1400000US17031803608,17031803608,"Census Tract 8036.08, Cook County, Illinois",7326,925,6401,5218,391,7,646,1,10,132
1400000US17031803610,17031803610,"Census Tract 8036.10, Cook County, Illinois",7198,634,6564,5240,223,8,986,0,12,98
